MAG	Taxonomy	Domain	KigCas0	KigCa35	KigOff0	KigOff40	KigOffSurface	MahCa10	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9	MahCa50	MahCa65	KigCa65	KigOff80	KigC100	MahC100	KigC150	KigC250	KigC300	KigC1200	KigOff120	MahC200	MahC400	Epi	Oxy	Hypo	Completeness	Nb of Scaffolds
K_DeepCast_1200m_m1_044	Planctomycetes	Bacteria	0.01	0.01	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.1	1.04	0.96	1.16	1.1	0.08	1.27	1.1	0.06	0.17	6.71	85.91	1616
M_DeepCast_65m_m2_181	Planctomycetes	Bacteria	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.85	2.09	0.41	0.28	0.34	0.38	2.61	0.76	0.59	0.05	2.95	5.38	90.32	389
M_DeepCast_65m_m1_287	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0.01	0.02	0	0	0.01	0.02	0	0	0.02	1.72	0.2	0.15	0.26	0.19	0.11	0.33	0.25	0.04	1.77	1.49	80.11	701
M_DeepCast_50m_m2_133	Planctomycetes	Bacteria	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	2.13	1.1	0.38	0.35	0.29	0.48	4.23	1.05	0.9	0.03	3.24	7.67	93.18	470
M_DeepCast_200m_m2_025	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.06	1.22	1.26	1.63	1.24	0.01	2	0.95	0.02	0.07	8.32	87.17	2080
M_DeepCast_200m_m1_287	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.53	1.02	0.98	0.75	0.01	1.51	1.19	0.02	0.04	5.99	54.52	1659
M_DeepCast_65m_m2_011	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	3.08	0.58	0.25	0.37	0.29	0.03	0.42	0.23	0.01	3.09	2.17	98.78	100
K_DeepCast_250m_m1_352	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	1.6	2.54	2.09	1.5	0.03	3.45	3	0.01	0.05	14.21	90.91	1451
M_DeepCast_400m_m2_048	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.54	1.88	1.94	1.47	0.04	2.51	3.55	0.01	0.03	11.92	96.59	579
K_DeepCast_250m_m1_330	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	1.06	2.01	1.55	1.43	0.02	3.03	2.31	0.01	0.03	11.41	83.52	2923
K_DeepCast_150m_m2_127	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	1.47	1.91	1.59	1.44	0	3.62	2.35	0.01	0.02	12.39	66.29	2262
M_DeepCast_400m_m2_195	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.62	0.51	0.51	0.01	0.62	0.98	0.01	0.01	3.4	88.12	1143
K_DeepCast_100m_m1_307	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	2.03	1.29	1.38	0.71	0	2.22	1.22	0	0.04	8.85	96.59	123
K_DeepCast_100m_m1_029	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.36	0.3	0.28	0.14	0	0.51	0.29	0	0.01	1.87	65.11	732
M_DeepCast_400m_m2_341	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.14	0.49	0.52	0.64	0.02	0.47	1.11	0	0.01	3.38	92.05	883
M_DeepCast_400m_m2_165	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.6	1.28	1.06	1.02	0.01	1.47	1.72	0	0.02	7.17	73.44	2622
M_DeepCast_200m_mx_231	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.54	0.82	0.67	0.6	0	1.62	0.98	0	0.01	5.23	76.32	2598
K_DeepCast_100m_m2_328	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85	4.06	1.04	1.47	1.31	0.21	2.73	1.02	0	2.85	11.83	97.8	191
M_DeepCast_200m_m2_285	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.4	0.4	0.47	0.01	0.48	0.83	0	0.01	2.71	73.76	2324
M_DeepCast_400m_m2_014	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.82	0.67	0.61	0	1.26	1.09	0	0.01	4.94	74.58	2887
M_DeepCast_100m_m2_243	Planctomycetes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	4.47	6.28	1.71	2.77	2.42	0.5	2.95	1.38	0	4.48	18.01	98.9	362
K_DeepCast_300m_m1_220	Poribacteria	Bacteria	0.12	0.1	0.07	0.11	0.21	0.05	0.09	0.13	0.08	0.09	0.09	0.13	0.08	0.09	0.09	0.23	0.09	0.47	0.67	1.05	0.99	0.89	0.94	0.98	1.15	0.71	5.98	51.76	1073
K_DeepCast_300m_mx_113	Poribacteria	Bacteria	0.11	0.1	0.06	0.11	0.11	0.05	0.1	0.11	0.08	0.08	0.08	0.11	0.08	0.08	0.08	0.08	0.04	0.5	0.65	1.03	0.85	0.24	0.81	0.86	1	0.46	4.94	30.16	1934
K_DeepCast_250m_mx_079	Poribacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.49	1.12	1.43	1.53	0	1.15	1.48	0.01	0.01	7.19	78.76	2462
M_DeepCast_65m_m2_014	Poribacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	2.16	0.75	0.28	0.61	0.48	0.15	0.4	0.28	0.01	2.18	2.94	97.8	291
K_DeepCast_1200m_m1_314	Poribacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.53	1.85	2.06	1.66	0	2.68	1.95	0	0.01	10.72	70.79	2779
K_DeepCast_1200m_m1_294	Poribacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.56	1.09	1.58	1.89	0	1.38	1.63	0	0.01	8.12	59.43	1496
M_DeepCast_200m_m2_052	Poribacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	1.61	1.51	1	0	2.31	1.49	0	0	8.41	93.34	396
M_DeepCast_400m_m1_357	Poribacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.49	0.67	0.73	0	0.57	0.86	0	0	3.57	47.18	1229
M_surface_9_mx_028	Thaumarchaeota	Archaea	8.26	21.7	2.61	13.59	14.14	5.59	6.66	8.27	31.83	9.67	14.44	8.27	31.83	9.67	14.44	3.32	2.11	15.56	13.09	6.06	7.18	12.78	12.84	8.47	136.77	69.64	75.99	32.02	404
K_DeepCast_100m_mx_034	Thaumarchaeota	Archaea	5.15	6.62	2.44	7.61	5.15	13.45	3.47	3.75	2.06	7.38	8.01	3.75	2.06	7.38	8.01	73.13	42	30.75	20.13	33.93	41.55	207.62	37.46	55.61	65.08	136.33	427.03	98.71	32
K_Offshore_80m_m1_039	Thaumarchaeota	Archaea	0.13	0.59	0.07	0.6	0.34	2.07	0.18	0.29	0.03	0.2	0.37	0.29	0.03	0.2	0.37	136.1	71.09	37.16	20.68	37.52	50.89	321.16	30.56	42.18	4.88	208.08	540.15	90.13	101
K_Offshore_120m_mx_126	Thaumarchaeota	Archaea	0.04	0.14	0.01	0.09	0.17	0.23	0.15	0.09	0.04	0.07	0.15	0.09	0.04	0.07	0.15	0.74	0.34	0.22	0.15	0.18	0.23	1.74	0.19	0.23	1.17	1.42	2.94	48.43	680
M_DeepCast_50m_m1_060	Thaumarchaeota	Archaea	0.05	0.09	0.03	0.09	0.07	0.19	0.05	0.11	0.05	0.06	0.08	0.11	0.05	0.06	0.08	9.48	4.84	2.62	1.47	2.58	3.54	22.3	2.18	2.98	0.87	14.62	37.66	55.83	232
K_Offshore_80m_m2_203	Thaumarchaeota	Archaea	0.02	0.11	0.01	0.11	0.06	0.37	0.03	0.04	0	0.03	0.05	0.04	0	0.03	0.05	25.62	12.91	6.95	3.89	6.97	9.53	61.44	5.71	7.75	0.84	38.67	102.24	50.19	49
M_DeepCast_65m_m1_070	Thaumarchaeota	Archaea	0.04	0.04	0.02	0.05	0.04	0.1	0.03	0.07	0.04	0.06	0.06	0.07	0.04	0.06	0.06	1.05	1.74	1.38	0.5	0.87	1.01	2.85	1.05	0.9	0.56	3.03	8.55	94.01	64
K_DeepCast_65m_m2_187	Thaumarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	1.56	0.7	0.55	0.65	1.17	2.21	0.54	0.53	0.01	3.29	6.35	98.06	11
K_DeepCast_35m_m2_045	Unclassified	Bacteria	1.07	1.09	0.49	0.76	0.57	0.69	0.79	0.57	0.66	0.97	1.04	0.57	0.66	0.97	1.04	0.39	0.28	0.87	1.03	0.61	0.89	0.48	0.7	0.99	8.7	3.91	5.56	83.5	366
M_surface_10_m2_023	Verrucomicrobia V1	Bacteria	0.14	0.16	0.02	0.03	0.02	0.85	1.17	0.39	1.08	0.95	1.06	0.39	1.08	0.95	1.06	0.34	0.31	0.12	0.18	0.1	0.13	0.03	0.83	1.42	5.87	4.13	2.82	93.27	189
K_DeepCast_35m_m1_007	Verrucomicrobia V2	Bacteria	1.27	0.84	0.31	0.39	0.44	0.32	0.28	0.56	0.27	0.32	0.5	0.56	0.27	0.32	0.5	0.14	0.11	0.69	0.73	0.68	0.89	0.03	0.34	0.37	5.5	1.91	3.72	85.36	350
K_DeepCast_35m_m2_191	Verrucomicrobia V3	Bacteria	9.15	8.27	4.9	6.58	4.94	6.08	5.98	2.77	3.89	6.81	4.77	2.77	3.89	6.81	4.77	5.08	3.16	7.36	8.09	5.88	9.01	12.09	10.97	12.4	64.15	26.48	65.8	96.6	393
K_DeepCast_0m_m1_144	Verrucomicrobia V3	Bacteria	5.03	7.08	4.77	5.25	6.26	2.86	3.35	1.49	2.31	3.25	2.18	1.49	2.31	3.25	2.18	1.14	1.14	4.28	4.65	2.84	4.74	0.08	4.12	4.7	43.84	11.52	25.42	97.32	124
K_Offshore_40m_m1_220	Verrucomicrobia V3	Bacteria	3.73	5.66	4.51	4.35	5.76	3.81	3.76	1.74	3.1	4.08	3.18	1.74	3.1	4.08	3.18	1.55	1.55	3.18	3.28	1.85	2.67	0.08	7	6.57	43.68	15.19	24.62	98.65	183
K_Offshore_80m_m2_222	Verrucomicrobia V3	Bacteria	3.52	3.04	1.59	2.28	1.66	2.55	2.29	1.06	1.46	2.73	1.94	1.06	1.46	2.73	1.94	3.93	1.84	3.28	3.36	2.64	3.87	12.52	5.05	5.74	24.13	12.98	36.45	93.24	236
K_Offshore_80m_m1_165	Verrucomicrobia V3	Bacteria	0.31	0.53	0.11	0.23	0.2	0.37	0.07	0.07	0.05	0.17	0.12	0.07	0.05	0.17	0.12	1.2	0.68	0.88	0.81	0.83	0.84	4.2	1.4	1.32	2.23	2.28	10.28	98.65	201
K_Offshore_120m_m2_058	Verrucomicrobia V3	Bacteria	0.04	0.04	0.03	0.04	0.03	0.05	0.03	0.02	0.04	0.04	0.03	0.02	0.04	0.04	0.03	2.78	1.01	0.77	0.58	0.57	1.03	9.01	0.97	0.92	0.39	3.91	13.86	94.59	149
K_Offshore_80m_m1_157	Verrucomicrobia V3	Bacteria	0	0.02	0	0.03	0.01	0.15	0.01	0.01	0	0.01	0.01	0.01	0	0.01	0.01	8.04	2.67	3.15	1.79	2.15	2.99	19.68	3.85	2.93	0.26	10.74	36.53	90.2	246
K_Offshore_80m_m2_019	Verrucomicrobia V3	Bacteria	0.02	0.04	0.01	0.02	0.02	0.03	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.18	0.08	0.1	0.08	0.08	0.1	0.59	0.14	0.13	0.22	0.33	1.21	85.89	985
M_DeepCast_65m_m2_001	Verrucomicrobia V3	Bacteria	0.01	0.02	0.01	0.02	0.01	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	7.41	5.13	2.45	1.62	1.68	2.88	18.02	2.82	2.17	0.13	12.56	31.63	98.99	460
M_DeepCast_65m_m2_010	Verrucomicrobia V3	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.04	0.69	0.39	0.13	0.21	0.19	0.17	0.24	0.16	0.1	0.77	1.5	63.9	1823
K_DeepCast_250m_mx_148	Verrucomicrobia V3	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0.01	0.01	0.65	2.02	1.75	1.37	0.02	2.63	3.08	0.03	0.03	11.53	84.92	2477
K_DeepCast_150m_m2_164	Verrucomicrobia V3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.35	2.53	2.34	2.87	1.72	0.05	3.17	1.6	0.02	0.38	14.28	97.06	554
M_DeepCast_200m_mx_295	Verrucomicrobia V3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.27	0.67	0.64	0.5	0.01	1.1	1.16	0.02	0.02	4.36	74.73	2439
M_DeepCast_400m_m1_380	Verrucomicrobia V3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.22	0.57	0.53	0.42	0.01	0.75	1.04	0.01	0.02	3.55	78.53	2128
M_DeepCast_400m_m2_201	Verrucomicrobia V3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.15	0.63	1.21	1.43	0.02	0.5	1.92	0.01	0.02	5.87	41.42	1181
M_surface_9_m2_112	Verrucomicrobia V4	Bacteria	6.72	3.79	6.94	6.82	5.35	2.05	4.13	2.6	3.54	5.72	3.21	2.6	3.54	5.72	3.21	0.83	0.75	4.27	5.78	3.35	5.32	0.45	2.24	3.62	50.86	16.65	25.03	97.97	60
M_DeepCast_100m_m1_317	Verrucomicrobia V4	Bacteria	5.2	5.75	4.59	4.95	4.18	3.17	3.48	2.03	3.15	4.17	4.11	2.03	3.15	4.17	4.11	1.44	1.33	4.08	4.45	2.7	4.06	0.64	5.46	5.8	44.77	16.23	27.19	97.95	274
M_DeepCast_100m_m1_323	Verrucomicrobia V4	Bacteria	3.03	2.95	2.29	2.5	2.16	1.89	1.97	1.23	1.73	2.42	2.31	1.23	1.73	2.42	2.31	1.19	0.92	2.45	2.76	1.7	2.38	1.49	3.42	3.6	24.5	9.81	17.79	98.63	144
K_Offshore_40m_m2_239	Verrucomicrobia V4	Bacteria	0.93	0.94	1.6	1.6	1.39	0.52	0.57	0.35	0.5	0.69	0.66	0.35	0.5	0.69	0.66	0.25	0.22	0.72	0.77	0.5	0.73	0.16	0.91	0.97	9.75	2.66	4.75	92.28	444
M_surface_10_m1_278	Verrucomicrobia V4	Bacteria	0.18	0.1	0.17	0.19	0.13	0.09	1.74	0.19	0.18	0.24	0.21	0.19	0.18	0.24	0.21	0.04	0.04	0.12	0.16	0.09	0.15	0.02	0.12	0.18	3.41	0.9	0.83	97.3	178
M_surface_9_m1_052	Verrucomicrobia V4	Bacteria	0.25	0.15	0.24	0.26	0.18	0.15	0.34	0.35	0.29	0.41	0.5	0.35	0.29	0.41	0.5	0.08	0.07	0.18	0.22	0.13	0.2	0.06	0.21	0.3	3.13	1.7	1.3	41.62	375
M_DeepCast_400m_m2_235	Verrucomicrobia V4	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0.02	0.03	1.3	2.07	1.8	1.3	0.05	2.45	4.59	0.08	0.08	13.57	96.62	257
K_Offshore_surface_mx_210	Verrucomicrobia V6	Bacteria	28.86	24.95	36.89	50.48	34.34	17.44	25.07	12.64	25.19	23.27	16.92	12.64	25.19	23.27	16.92	6.66	4.26	18.32	20	15.36	20.53	3.57	13.43	20.35	296.05	88.94	111.57	82.09	219
K_DeepCast_0m_m2_002	Verrucomicrobia V6	Bacteria	3.92	3.99	5.73	8.01	5.03	2.98	4.32	2.08	4.51	4.07	2.56	2.08	4.51	4.07	2.56	1.1	0.66	2.64	2.98	2.41	3.06	0.69	2.29	3.7	47.21	14.99	17.78	62.84	548
K_DeepCast_35m_m1_325	Verrucomicrobia V6	Bacteria	2.77	2.81	4.09	5.77	3.62	2.05	2.95	1.42	3.09	2.83	1.78	1.42	3.09	2.83	1.78	0.77	0.46	1.86	2.08	1.64	2.07	0.49	1.55	2.5	33.18	10.36	12.19	59.84	579
M_surface_6_mx_194	Verrucomicrobia V6	Bacteria	3.15	2.79	3.11	4.16	3.07	1.95	2.8	1.66	2.71	2.51	1.8	1.66	2.71	2.51	1.8	0.78	0.54	2.04	2.17	1.64	2.25	0.59	1.68	2.31	29.7	9.99	12.68	63.41	960
K_Offshore_surface_mx_264	Verrucomicrobia V6	Bacteria	2.54	2.4	3.47	4.96	3.19	1.67	2.44	1.26	2.56	2.37	1.55	1.26	2.56	2.37	1.55	0.62	0.37	1.61	1.81	1.38	1.78	0.36	1.26	2.02	28.41	8.73	10.21	34.21	414
M_DeepCast_10m_m2_104	Verrucomicrobia V6	Bacteria	1.62	1.6	2.25	3.21	2	1.28	1.76	0.86	1.88	1.74	1.08	0.86	1.88	1.74	1.08	0.44	0.27	1.06	1.18	0.92	1.15	0.27	0.88	1.45	19.27	6.27	6.91	41.91	384
M_surface_9_m1_041	Verrucomicrobia V6	Bacteria	1.39	1.32	1.94	2.78	1.74	0.97	1.41	0.69	1.51	1.41	0.92	0.69	1.51	1.41	0.92	0.36	0.22	0.88	0.99	0.74	0.93	0.21	0.7	1.12	16.07	5.09	5.57	37.76	305
M_surface_7_m2_085	Verrucomicrobia V6	Bacteria	1.26	1.18	1.78	2.59	1.59	0.81	1.23	0.61	1.33	1.22	0.76	0.61	1.33	1.22	0.76	0.31	0.18	0.76	0.88	0.64	0.85	0.19	0.56	0.93	14.39	4.42	4.82	13.18	112
M_DeepCast_65m_mx_257	Verrucomicrobia V6	Bacteria	1.17	1.16	1.48	2.09	1.34	0.87	1.26	0.72	1.33	1.24	0.79	0.72	1.33	1.24	0.79	0.32	0.24	0.79	0.87	0.67	0.86	0.25	0.66	1.04	13.46	4.65	5.14	28.96	412
M_surface_8_m1_238	Verrucomicrobia V6	Bacteria	1.12	1.1	1.51	2.17	1.33	0.84	1.24	0.59	1.32	1.27	0.75	0.59	1.32	1.27	0.75	0.31	0.19	0.73	0.8	0.61	0.76	0.19	0.6	0.98	13.25	4.44	4.68	73.95	483
K_Offshore_40m_m1_111	Verstraetaerchaeota	Archaea	0.03	0.16	0.01	1.16	0.3	0.57	0.15	0.18	0.6	0.43	0.38	0.18	0.6	0.43	0.38	0.16	0.23	0.11	0.24	0.05	0.04	0.13	0.85	0.25	3.97	1.99	1.68	38.45	43107
M_DeepCast_400m_m2_128	Verstraetaerchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	2.12	3	3.37	0	1.82	5.21	0	0	16	99.07	41
M_DeepCast_65m_m2_091	Woesearchaeota	Archaea	0.11	0.11	0.05	0.09	0.06	0.06	0.06	0.07	0.05	0.06	0.04	0.07	0.05	0.06	0.04	0.05	0.87	0.17	0.11	0.11	0.13	0.13	0.19	0.12	0.76	1.16	0.97	62.66	677
M_DeepCast_65m_m1_115	Woesearchaeota	Archaea	0.08	0.08	0.03	0.07	0.06	0.03	0.05	0.13	0.05	0.05	0.05	0.13	0.05	0.05	0.05	0.18	0.92	0.31	0.17	0.27	0.22	0.3	0.23	0.22	0.69	1.39	1.71	76.64	99
K_DeepCast_300m_m2_023	Woesearchaeota	Archaea	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	1.35	2.31	1.36	0	0.9	2.72	0.04	0.01	8.78	83.18	269
K_DeepCast_100m_m1_175	Woesearchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.06	0.34	0.08	0.13	0.09	0.04	0.17	0.09	0.01	0.08	0.94	47.9	198
M_DeepCast_400m_m2_277	Woesearchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	1.02	1.71	1.06	0	0.75	2.08	0	0	6.69	63.01	257
K_DeepCast_150m_m1_084	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	1.7	0.53	0.75	0.51	0.01	1.12	0.55	0	0.13	5.17	75.99	290
M_DeepCast_200m_m2_189	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.83	3.21	2.27	1.26	0	4.73	3.49	0	0.02	15.79	87.28	52
K_DeepCast_250m_m2_027	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	1.26	2.23	2.29	1.23	0	2.82	2.66	0	0.02	12.49	87.57	105
M_DeepCast_400m_m2_183	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.23	1.68	2.36	1.28	0	1.22	2.64	0	0.01	9.41	86.97	166
K_DeepCast_150m_m2_086	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	1.54	0.43	0.57	0.4	0	0.86	0.44	0	0.07	4.25	83.23	208
M_DeepCast_400m_m2_096	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	1.14	1.18	1.61	1.09	0	1.89	2.01	0	0.06	8.94	73.97	223
M_DeepCast_400m_m2_339	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1.05	1.05	0.62	0	1.04	1.63	0	0	5.65	68.67	329
K_DeepCast_250m_m2_062	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.63	1.51	1.42	0.9	0	1.76	1.47	0	0.01	7.71	83.81	460
M_DeepCast_400m_m1_102	WOR-2 Omnitrophica	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	1.39	1.45	0.72	0	1.19	1.92	0	0	6.86	73.77	368
K_DeepCast_150m_m2_040	WOR-3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	3.61	2.66	2.32	1.59	0.01	4.4	2.45	0.01	0.1	17.03	94.51	215
K_DeepCast_250m_m1_105	WOR-3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	2.07	2.12	1.45	0	1.93	2.96	0	0	10.9	54.59	518
M_DeepCast_400m_m1_356	WOR-3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.62	0.97	0.72	0	0.42	1.57	0	0	4.42	50.59	751
K_DeepCast_150m_m2_307	WOR-3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	1.78	1.58	2.05	1.42	0	2.73	2.35	0	0.02	11.91	74.14	703
M_DeepCast_400m_m2_089	WOR-3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.96	1.08	0.69	0	0.79	1.43	0	0	5.19	43.38	463
